id,F09_NFruitIt_noedge_lsm,F09_NFruitSw_noedge_lsm,F10_NFruitIt_noedge_lsm,F10_NFruitSw_noedge_lsm,F11_NFruitIt_noedge_lsm,F11_NFruitSw_noedge_lsm
625,15.74000809,10.30483949,8.707756,23.81710918,14.54415718,8.365084304
629,11.87778796,9.98842229,7.131036,22.94952722,10.28673977,13.12856311
631,13.63707395,10.72930171,10.062988,22.01685508,15.29508494,14.93532925
633,7.637933101,10.41231827,4.626255,23.04711107,4.99881574,11.61430566
635,10.61797461,10.35249097,8.385224,22.1482864,9.983258952,15.52965254
640,9.021124115,9.749366318,4.937272,21.09946429,5.290922823,19.70299812
642,13.01231748,13.48380813,9.089602,24.93797833,7.675491787,10.5935816
644,13.50189131,10.41297325,9.177361,23.97360194,10.99249033,9.00160777
647,13.30389564,13.09949554,12.2426,26.24831285,8.012890053,23.73457151
649,13.38394952,13.33381504,8.999042,24.27871631,9.103344982,12.72998361
651,12.74259111,12.81306135,9.843054,21.75795422,14.03154665,11.80919049
656,14.20043888,10.61564284,5.06113,22.13636355,8.358298558,15.1457301
657,14.28599111,10.50849999,10.458869,23.42556777,9.32172775,16.04231398
658,12.54310681,10.00329231,6.261779,23.89115318,12.59316493,10.58399601
659,12.83427107,12.73361012,6.288769,20.96513236,13.44928564,12.20329527
660,12.88387153,9.869613101,4.793286,22.41538007,9.528000659,8.126796923
663,10.45141073,10.46386583,7.991025,22.03486612,8.008155594,16.09092605
666,12.64826801,9.593479517,8.938567,25.12022288,8.307937602,8.076532498
672,9.60309616,10.4066095,5.892396,23.70211606,6.17340205,20.21974377
676,9.407200466,9.293355726,6.831216,21.96697211,9.272241529,22.46794391
680,15.65642995,9.723332447,11.391503,23.53873721,11.9578486,9.068634588
681,8.983072494,13.91446117,4.882472,22.34514517,5.578897527,19.71066675
683,12.15687584,10.99338728,6.112382,22.64640418,6.663201126,15.40720184
687,9.392660194,9.782584887,5.337193,21.48103911,4.744417842,20.77516317
691,11.96495232,10.75646558,6.119222,22.97343946,7.50175737,27.14417337
697,11.59301033,10.06127714,6.501356,20.4923642,10.31312067,15.40842582
700,14.26495613,10.34853246,14.316651,24.71836085,13.72957782,10.21932652
30,12.15235127,11.74143151,9.464825,23.77360902,10.80918354,10.03588687
231,12.65694304,9.672041239,,,,
477,12.87636321,12.58343024,,,,
494,9.77166768,9.752052963,5.907195,23.42908092,6.813379601,11.08128538
