"genotype","it2010","it2011","sw2010","sw2011"
472,345.214285671281,370.0416665775,NA,303.722222143761
473,162.962962960204,271.1041667425,2165.625,882.743589875646
475,494.125,271.648351655407,1825.8,548.18181806
476,473.57142862,335.666666666225,1857.6,599.4
477,NA,NA,NA,NA
481,160.000000008,341.2500000975,NA,1077.3
484,171.111111120214,220.392857142975,1044.85714280568,1032.00000012
485,128.863636371,229.055555563871,1459.733333184,216.666666667
486,148.84,140.622222216251,1621.642857195,890.666666778
488,105.73333333316,NA,1391.25,NA
489,473.85,601.679999862,1274.41666653,549.4
490,406.05714285736,279.642857205,1591.81818188,NA
494,330,198.953846162,1489.08571428748,462
495,259.61538475,375.54901948458,1861.50000000146,1001
496,143.388888879,146.142857134236,929.1,845.00000013
499,425.546218523462,374.9107143875,1164.583333225,NA
503,461.76923068,261.63333326375,1554.28571417078,973.186813163811
504,168.75,NA,NA,240.285714294
506,401.448718018777,315.921568725041,1375.6730770875,847.9999999996
507,896.071428525,481.361110998689,993.0555557,696.325
508,362.921568540325,343.771428608,1544.00000004,575.607142959112
509,310.75,429.755555408,1271.66666655,533.8
510,209.79166665875,324,915,NA
513,227.481481476307,304.90909098,1648.55555572,794.571428472562
515,261.9692307672,331.5000000006,2228.24175826978,822.800000034
516,196.000000008,303.125,5270.8333333375,603
519,380.288461495,253.076923079064,1953,1356.730769135
520,117.77777777925,NA,1942.083333465,587.375
521,495.625000000162,426.833333333744,2001.46938787781,291.666666667
522,286.2,199.591836724592,NA,NA
524,810.85714281,315.725,1233.8,623
527,493.843137293837,365.921568560425,1339.8,630.33333323
528,377.813333226,244.2857142861,1539.4,3119.133333252
530,480.599999892,295.96153833,NA,1010.0892857625
535,186.60714285375,237.9375,1933.96875,NA
536,295.28571436,214.4999999925,1964.836363704,717.31666666741
540,546.85714292,378.3,1070.90909105,NA
541,285.527272741,356.57142848,2007.04,NA
545,455,385.46666666634,NA,628.44444432
547,218.9423076885,306.76470597,1620,1125.6875
548,294.818181972,209.666666666975,1037.9999999988,303.866666596
549,318.7499998725,228.571428574151,803.2,442.5833334275
550,425.6,189.999999995292,1176,933.18
552,145.2,266.651785713963,1635,1781.8124998725
553,223.86,170.015625,935.727272676,516.11666666609
558,108.3333333335,164.70833332775,1787.49999999813,603.435897519264
559,772.407407280898,329.257142972,1982.425,NA
560,315.535714174593,191.1692307642,2561.66666666888,1029.82222232557
561,220.8,102,1416.77777796,1167.555555595
562,167.75,NA,1604.57142857328,834.888888774136
563,327.25000007,359.6,1290.33333333465,444.88888892
564,395.3125,253.64705872,1788.09090925672,413.6785713225
565,300.333333322,284,1696.5,973.925
567,222.6,237.455357143219,1713.3125,868.107142964112
571,358.875,390.196078332943,1561.875,1287.107142945
572,340.928571318,455.89285714335,1845.818181784,1277.2
574,233.333333325,251.295238019682,1665.11111098,551.9999999997
575,319,174.375000000281,1357.2,600.964285713525
576,446.055555657851,300.01960774458,1082.14285704774,713.5714284525
578,129.6,151.9846153812,762.66666663,457.68571428524
579,201.96153846325,149.999999994,873,1714.48148139477
581,317.06666666628,331.746666574,1683.24,NA
582,153.4,225.62857142842,877.8,NA
583,148.212121203779,151.12500000325,1215.16666666799,673.6666667025
586,300.47727283,313.90625,1586.466666808,1764
587,335.4,NA,1590.38961045898,594.5
590,332.1458334225,426.65,1344.15584421608,NA
593,180.34090909875,301.749999915,1604.71428558,633.831168943152
594,343.75000011,311.806722703769,2115.066666744,1272.236363606
595,146.97916665975,123.9692307708,3138.6666666696,633.750000075
596,184.5,292.177777681329,1797.4,1319.6666666679
601,216,NA,885,282.296296187048
602,204.12,130.7692307725,2732.71428558,562.219047501201
605,165,63.96875,1493.54761890471,1027.12380941764
606,264.4363636416,197.651785714538,2245.9,787.6666667825
607,157.20833333975,240.8,1772.12698404785,NA
609,627.2291665325,428.5714287,1082.88,262.095238186257
610,140.81666666643,219.916666666288,1137.58333333455,1433.285714322
612,248.436363592,230.952380943262,1438.2,NA
614,138.666666672,142.974358981544,1313.5,916.5
619,368.522727325,631.183006571346,2382.47619052442,448.00000008
620,332.15,325.86666666698,1103.66666652,727.152777674214
623,168,243.088235308669,913.00000011,484.571428663362
625,246.828571504441,643.875000000638,1361.3863635525,NA
629,259.2692307765,311.142857048738,956.291666765,617.50000000065
631,310.375,454.142857143631,876.130952478144,1020.44444448
633,140.1111111165,103.5,1592,NA
635,279.708333332925,356.484375,1258.88888900211,812.307692228233
640,174.54545454,NA,1362.028571594,1391.61538455788
642,459.11666666721,270.4821428925,2238.35,483.96
644,427.09090914,523.128205180518,1425.7125,335.46875
647,443.14285721,151.755101976705,2086.2,1449.06666666476
649,390.425,247.2727272,NA,477.545454615
651,558.303030359406,431.372549067206,1087.200000144,562.25
656,160.681818191,227.7999999915,1485,1041.199999848
657,374.05042023965,316.875,1537.890908972,836.659340823532
658,141.34615385625,395.941176455,1709.90476185818,708.190476110838
659,280.142857105,398.095238186343,1237.50000000113,513.333333333975
660,91.65,264.6,1611.535714165,354.6666666662
663,322.08,192.7058823612,1579.85185175873,750.256410184123
666,526.37142857092,205.964285713863,1460.80000011,NA
672,129.111111117564,271.25,1406.88461549,1501.81818185
676,309.454545616,286.666666699663,1527.72222210476,1393.87301603153
680,689.4999999993,462.296296413187,1769.625,478.8
681,150.35,126.15384616,1147.4285714272,1072.9166665625
683,223.44,188.523809527588,1168.15,840.6666666658
687,141.625,112.0000000002,1103.555555598,1234.93877555848
691,205.636363639,249.4,1947.77142857208,1908.15625011375
697,281.944444525389,247.508021447087,1477.14285730134,824.492307744
700,620.329411728,500.63888874,1667.499999885,347.083333332838
