year,site,tray,pos,genotype,fruit_per_plant,nseeds,mean_mass_ug,total_mass_mg,Comment
2011,sweden,6,84,sweden,8,26,26.1538461538,680,
2011,sweden,6,85,sweden,11,25,25.2,630,
2011,sweden,6,103,italy,0,,,,
2011,sweden,6,127,italy,0,,,,
2011,sweden,6,133,sweden,0,,,,
2011,sweden,6,157,sweden,0,,,,
2011,sweden,6,165,italy,21,25,27.2,680,
2011,sweden,6,166,sweden,0,,,,
2011,sweden,6,214,italy,0,,,,
2011,sweden,6,223,sweden,0,,,,
2011,sweden,6,227,sweden,0,,,,
2011,sweden,6,234,italy,0,,,,
2011,sweden,7,59,italy,16,21,25.2380952381,530,
2011,sweden,7,75,italy,13,19,25.7894736842,490,
2011,sweden,7,99,sweden,2,,,,
2011,sweden,7,119,italy,0,,,,
2011,sweden,7,132,italy,35,34,20.5882352941,700,
2011,sweden,7,134,italy,50,33,23.9393939394,790,
2011,sweden,7,152,sweden,0,,,,
2011,sweden,7,203,italy,0,,,,
2011,sweden,8,22,italy,22,21,28.0952380952,590,
2011,sweden,8,43,italy,10,17,20.5882352941,350,
2011,sweden,8,112,italy,0,,,,
2011,sweden,8,144,sweden,0,,,,
2011,sweden,8,150,sweden,0,,,,
2011,sweden,8,179,sweden,64,36,30.2777777778,1090,
2011,sweden,8,202,italy,0,,,,
2011,sweden,8,214,italy,0,,,,
2011,sweden,8,236,italy,0,,,,
2011,sweden,8,251,sweden,0,,,,
2011,sweden,8,255,italy,0,,,,
2011,sweden,9,1,sweden,17,32,25.3125,810,4 gröna (g)
2011,sweden,9,38,italy,0,,,,
2011,sweden,9,52,italy,17,33,19.696969697,650,
2011,sweden,9,67,italy,0,,,,
2011,sweden,9,69,sweden,14,27,25.5555555556,690,1 uppsprucken (g)
2011,sweden,9,76,sweden,14,,,,
2011,sweden,9,96,italy,0,,,,
2011,sweden,9,98,sweden,6,,,,
2011,sweden,9,109,italy,0,,,,
2011,sweden,9,143,sweden,6,19,32.6315789474,620,
2011,sweden,9,150,italy,0,,,,
2011,sweden,9,157,italy,0,,,,
2011,sweden,9,185,italy,0,,,,
2011,sweden,9,203,sweden,0,,,,
2011,sweden,10,3,italy,24,35,27.1428571429,950,
2011,sweden,10,17,sweden,7,26,21.5384615385,560,
2011,sweden,10,25,sweden,6,24,19.5833333333,470,
2011,sweden,10,51,sweden,10,22,24.0909090909,530,
2011,sweden,10,70,italy,26,26,22.6923076923,590,
2011,sweden,10,77,sweden,12,25,22.8,570,
2011,sweden,10,88,italy,0,,,,
2011,sweden,10,114,sweden,8,,,,
2011,sweden,10,127,sweden,14,31,23.8709677419,740,
2011,sweden,10,144,sweden,7,32,33.4375,1070,
2011,sweden,10,219,sweden,8,24,32.5,780,1 grön (ig)
2011,sweden,10,241,sweden,21,31,34.1935483871,1060,
2011,sweden,10,259,sweden,34,30,22,660,3 uppspruckna (ig)
2011,sweden,11,12,sweden,12,27,26.6666666667,720,
2011,sweden,11,28,sweden,0,,,,
2011,sweden,11,47,sweden,6,15,29.3333333333,440,
2011,sweden,11,76,italy,4,21,21.4285714286,450,
2011,sweden,11,104,sweden,0,,,,
2011,sweden,11,139,sweden,0,,,,
2011,sweden,11,146,sweden,0,,,,
2011,sweden,11,174,italy,0,,,,
2011,sweden,11,179,italy,0,,,,
2011,sweden,11,199,sweden,5,,,,
2011,sweden,12,14,sweden,6,17,27.0588235294,460,
2011,sweden,12,16,italy,17,19,38.9473684211,740,
2011,sweden,12,29,sweden,7,18,26.6666666667,480,
2011,sweden,12,50,sweden,6,11,26.3636363636,290,
2011,sweden,12,85,italy,0,,,,
2011,sweden,12,96,italy,0,,,,
2011,sweden,12,98,sweden,10,22,25.9090909091,570,
2011,sweden,12,109,italy,0,,,,
2011,sweden,12,144,italy,0,,,,
2011,sweden,12,169,sweden,0,,,,
2011,sweden,12,232,sweden,0,,,,
2011,sweden,12,236,sweden,0,,,,
2011,sweden,13,4,italy,18,21,27.1428571429,570,
2011,sweden,13,30,italy,17,28,25,700,
2011,sweden,13,33,sweden,13,25,26,650,
2011,sweden,13,43,sweden,13,24,26.25,630,
2011,sweden,13,62,italy,5,,,,
2011,sweden,13,87,italy,0,,,,
2011,sweden,13,97,sweden,20,26,28.8461538462,750,
2011,sweden,13,98,italy,0,,,,
2011,sweden,13,158,italy,0,,,,
2011,sweden,13,166,sweden,0,,,,
2011,sweden,13,184,sweden,0,,,,
2011,sweden,13,243,sweden,0,,,,
2011,sweden,13,245,italy,0,,,,
2011,sweden,14,21,italy,38,30,23.6666666667,710,
2011,sweden,14,26,italy,7,26,25.7692307692,670,
2011,sweden,14,33,sweden,7,24,20.4166666667,490,
2011,sweden,14,52,sweden,0,,,,
2011,sweden,14,66,italy,5,,,,
2011,sweden,14,76,sweden,5,22,25.9090909091,570,
2011,sweden,14,99,sweden,2,,,,
2011,sweden,14,121,italy,0,,,,
2011,sweden,14,122,sweden,2,,,,
2011,sweden,14,128,sweden,14,27,27.7777777778,750,
2011,sweden,14,161,italy,0,,,,
2011,sweden,14,183,italy,0,,,,
2011,sweden,14,186,italy,0,,,,
2011,sweden,14,222,italy,0,,,,
2011,sweden,15,28,italy,3,11,10.9090909091,120,
2011,sweden,15,47,italy,7,29,23.7931034483,690,
2011,sweden,15,66,sweden,0,,,,
2011,sweden,15,132,sweden,0,,,,
2011,sweden,15,184,sweden,14,27,32.2222222222,870,
2011,sweden,15,198,italy,0,,,,
2011,sweden,15,199,sweden,0,,,,
2011,sweden,15,229,italy,0,,,,
2011,sweden,15,238,sweden,3,8,33.75,270,
2011,sweden,16,11,sweden,6,18,26.1111111111,470,
2011,sweden,16,21,italy,9,30,26.3333333333,790,
2011,sweden,16,47,italy,26,33,25.1515151515,830,
2011,sweden,16,90,sweden,3,17,10.5882352941,180,alla frön små (g)
2011,sweden,16,95,sweden,0,,,,
2011,sweden,16,99,sweden,26,28,26.0714285714,730,
2011,sweden,16,122,italy,0,,,,
2011,sweden,16,139,sweden,8,19,34.2105263158,650,
2011,sweden,16,163,sweden,21,21,26.6666666667,560,
2011,sweden,16,169,sweden,0,,,,
2011,sweden,16,240,sweden,0,,,,
2011,sweden,16,244,italy,0,,,,
2011,sweden,17,12,sweden,9,,,,
2011,sweden,17,15,italy,14,,,,
2011,sweden,17,30,sweden,8,,,,
2011,sweden,17,42,sweden,1,,,,
2011,sweden,17,57,sweden,13,,,,
2011,sweden,17,73,italy,18,,,,
2011,sweden,17,76,italy,0,,,,
2011,sweden,17,85,italy,0,,,,
2011,sweden,17,91,sweden,9,,,,
2011,sweden,17,98,italy,0,,,,
2011,sweden,17,132,italy,0,,,,
2011,sweden,17,142,italy,0,,,,
2011,sweden,17,171,sweden,0,,,,
2011,sweden,17,196,italy,0,,,,
2011,sweden,17,220,italy,0,,,,
2011,sweden,18,5,sweden,6,,,,
2011,sweden,18,19,sweden,5,,,,
2011,sweden,18,25,italy,4,,,,
2011,sweden,18,59,sweden,19,,,,
2011,sweden,18,64,sweden,7,,,,
2011,sweden,18,77,sweden,0,,,,
2011,sweden,18,138,italy,0,,,,
2011,sweden,18,142,italy,0,,,,
2011,sweden,18,148,italy,0,,,,
2011,sweden,18,157,sweden,0,,,,
2011,sweden,18,178,italy,0,,,,
2011,sweden,18,192,sweden,0,,,,
2011,sweden,18,225,sweden,0,,,,
2011,sweden,18,228,italy,0,,,,
2011,sweden,18,255,italy,0,,,,
2011,sweden,19,14,italy,0,,,,
2011,sweden,19,46,sweden,13,,,,
2011,sweden,19,53,sweden,18,,,,
2011,sweden,19,79,sweden,0,,,,
2011,sweden,19,97,sweden,6,,,,
2011,sweden,19,107,italy,0,,,,
2011,sweden,19,135,sweden,0,,,,
2011,sweden,19,180,italy,0,,,,
2011,sweden,19,229,italy,0,,,,
2011,sweden,20,1,italy,0,,,,
2011,sweden,20,31,italy,12,,,,
2011,sweden,20,43,italy,0,,,,
2011,sweden,20,58,italy,0,,,,
2011,sweden,20,59,sweden,3,,,,
2011,sweden,20,69,sweden,0,,,,
2011,sweden,20,80,italy,0,,,,
2011,sweden,20,90,sweden,0,,,,
2011,sweden,20,110,italy,0,,,,
2011,sweden,20,112,sweden,21,,,,
2011,sweden,20,120,italy,0,,,,
2011,sweden,20,146,sweden,0,,,,
2011,sweden,20,165,italy,0,,,,
2011,sweden,20,167,italy,0,,,,
2011,sweden,20,169,italy,0,,,,
2011,sweden,20,182,sweden,0,,,,
2011,sweden,20,190,italy,0,,,,
2011,sweden,20,229,italy,0,,,,
2011,sweden,21,9,sweden,10,,,,
2011,sweden,21,15,italy,12,,,,
2011,sweden,21,49,italy,0,,,,
2011,sweden,21,55,italy,0,,,,
2011,sweden,21,59,italy,0,,,,
2011,sweden,21,68,sweden,8,,,,
2011,sweden,21,76,sweden,12,,,,
2011,sweden,21,114,sweden,31,,,,
2011,sweden,21,163,sweden,0,,,,
2011,sweden,21,164,sweden,0,,,,
2011,sweden,21,167,italy,0,,,,
2011,sweden,21,206,sweden,0,,,,
2011,sweden,21,210,italy,0,,,,
2011,sweden,21,216,italy,0,,,,
2011,sweden,21,239,sweden,55,,,,
2011,sweden,21,250,sweden,0,,,,
2011,sweden,22,7,italy,10,,,,
2011,sweden,22,8,sweden,0,,,,
2011,sweden,22,16,sweden,5,,,,
2011,sweden,22,44,sweden,0,,,,
2011,sweden,22,72,italy,0,,,,
2011,sweden,22,108,sweden,8,,,,
2011,sweden,22,122,sweden,11,,,,
2011,sweden,22,131,italy,0,,,,
2011,sweden,22,155,italy,0,,,,
2011,sweden,22,190,sweden,0,,,,
2011,sweden,22,215,sweden,67,,,,
2011,sweden,22,257,italy,0,,,,
2011,sweden,23,5,italy,0,,,,
2011,sweden,23,32,sweden,13,,,,
2011,sweden,23,91,sweden,13,,,,
2011,sweden,23,178,italy,0,,,,
2011,sweden,23,219,italy,0,,,,
2011,sweden,24,5,italy,0,,,,
2011,sweden,24,7,italy,0,,,,
2011,sweden,24,39,sweden,8,,,,
2011,sweden,24,44,sweden,3,,,,
2011,sweden,24,52,sweden,8,,,,
2011,sweden,24,55,italy,17,,,,
2011,sweden,24,84,italy,0,,,,
2011,sweden,24,127,sweden,4,,,,
2011,sweden,24,137,italy,0,,,,
2011,sweden,24,147,italy,2,,,,
2011,sweden,24,186,sweden,0,,,,
2011,sweden,24,197,italy,0,,,,
2011,sweden,24,198,sweden,50,,,,
2011,sweden,24,203,italy,0,,,,
2011,sweden,24,234,italy,0,,,,
2011,sweden,24,253,italy,0,,,,
2011,sweden,25,26,sweden,19,,,,
2011,sweden,25,33,sweden,5,,,,
2011,sweden,25,38,italy,0,,,,
2011,sweden,25,52,sweden,15,,,,
2011,sweden,25,142,sweden,0,,,,
2011,sweden,25,148,sweden,30,,,,
2011,sweden,25,173,italy,0,,,,
2011,sweden,25,180,sweden,0,,,,
2011,sweden,25,232,sweden,0,,,,
2011,sweden,25,235,italy,17,,,,
2011,sweden,26,6,italy,28,,,,
2011,sweden,26,24,italy,0,,,,
2011,sweden,26,26,sweden,6,,,,
2011,sweden,26,53,sweden,0,,,,
2011,sweden,26,63,sweden,4,,,,
2011,sweden,26,83,italy,0,,,,
2011,sweden,26,91,sweden,14,,,,
2011,sweden,26,96,italy,0,,,,
2011,sweden,26,108,italy,2,,,,
2011,sweden,26,145,sweden,0,,,,
2011,sweden,26,209,sweden,9,,,,
2011,sweden,27,5,italy,12,,,,
2011,sweden,27,26,italy,0,,,,
2011,sweden,27,55,italy,0,,,,
2011,sweden,27,95,italy,0,,,,
2011,sweden,27,101,italy,0,,,,
2011,sweden,27,127,sweden,0,,,,
2011,sweden,27,133,sweden,22,,,,
2011,sweden,27,142,sweden,0,,,,
2011,sweden,27,156,italy,0,,,,
2011,sweden,27,161,italy,0,,,,
2011,sweden,27,167,sweden,35,,,,
2011,sweden,27,199,italy,0,,,,
2011,sweden,27,208,italy,0,,,,
2011,sweden,28,5,sweden,10,,,,
2011,sweden,28,70,sweden,5,,,,
2011,sweden,28,105,italy,0,,,,
2011,sweden,28,124,sweden,12,,,,
2011,sweden,28,146,italy,0,,,,
2011,sweden,28,169,italy,0,,,,
2011,sweden,28,174,italy,0,,,,
2011,sweden,28,195,sweden,0,,,,
2011,sweden,28,204,italy,0,,,,
2011,sweden,28,239,italy,0,,,,
2011,sweden,28,246,sweden,0,,,,
2011,sweden,29,1,sweden,15,,,,
2011,sweden,29,21,italy,6,,,,
2011,sweden,29,60,sweden,3,,,,
2011,sweden,29,138,italy,0,,,,
2011,sweden,29,154,sweden,12,,,,
2011,sweden,29,174,sweden,11,,,,
2011,sweden,29,191,sweden,12,,,,
2011,sweden,29,236,italy,0,,,,
2011,sweden,30,3,sweden,14,,,,
2011,sweden,30,6,sweden,12,,,,
2011,sweden,30,32,sweden,12,,,,
2011,sweden,30,66,sweden,9,,,,
2011,sweden,30,88,sweden,18,,,,
2011,sweden,30,147,italy,4,,,,
2011,sweden,30,170,italy,0,,,,
2011,sweden,30,204,sweden,10,,,,
2011,sweden,30,212,italy,0,,,,
