"id","it2010","it2011","sw2010","sw2011"
69,8.148435,8.747168195,22.28625974,12.51659294
70,6.833094,9.552838598,23.07281237,9.375731892
72,11.234975,10.74109486,22.74087021,14.15550326
74,8.130313,6.943841039,25.66740999,8.368468191
75,10.216839,11.85229405,22.3848433,13.2294258
78,11.903721,10.27863158,27.65556181,9.153586421
84,5.573177,7.299636049,24.7312263,14.24825817
85,8.847807,8.901122399,22.62012183,13.7940767
87,8.800382,13.38580264,22.41192897,13.04568702
88,14.910824,14.97762181,29.2162193,9.194936122
89,10.741498,8.802351861,23.89782916,12.41590084
90,8.951448,7.687356931,23.43153462,9.867838947
91,6.173936,7.897629061,24.57874021,8.052331189
92,7.997105,8.700864632,26.48445983,16.23659814
99,6.555951,9.60199111,21.03521001,7.91280152
100,9.37529,8.773476986,22.6850194,9.914423594
103,5.26256,6.474639708,22.84554756,11.25187309
104,4.974967,6.569679025,22.51336604,11.61913589
105,10.230541,6.568792616,24.27701023,16.87813293
106,8.074623,6.400401297,23.47759748,12.64026413
108,10.372577,9.319041199,20.98565011,12.26534549
109,9.187531,12.51009424,24.36722302,12.44676033
110,11.239281,12.37254441,22.78491771,17.29599182
111,8.189661,11.60149459,21.70611032,9.668328181
114,12.246038,8.542794853,24.41759569,15.49432093
115,7.266531,9.287555779,22.8033726,12.93750909
116,8.442302,11.34311672,22.70575721,11.18067823
120,11.519265,10.66226733,23.39103704,13.04525609
123,3.860068,7.909658757,24.98873556,15.41698173
124,4.483208,7.595638871,22.81121359,7.552739241
126,7.767634,12.23194741,22.18939977,15.28575031
127,7.302597,5.724964395,21.76358975,13.31492578
128,5.110632,8.964046534,23.01504011,9.439604094
129,5.416126,8.396903631,22.14697059,7.999998759
130,6.209069,8.713947547,22.32429574,10.06477549
132,6.371401,8.388952315,26.51935376,12.58378025
134,7.58389,8.003077315,21.29705111,10.48613975
136,6.883139,6.295229907,24.64830544,14.79722814
137,7.304524,7.268877938,22.47554223,15.46230264
138,11.645381,13.92080661,24.84183067,10.62244034
139,10.542808,6.712868461,22.32735224,11.37963259
140,12.590908,10.52716916,23.28511208,11.92543947
141,5.078055,7.651197752,22.72973256,10.20813095
143,9.631995,10.20303433,23.11225068,10.9700668
144,5.762031,6.899499468,22.76858783,18.6466441
145,4.439017,5.23661948,23.58352935,14.24088811
146,10.146369,15.17926613,27.30225207,11.91528331
147,NA,NA,NA,NA
148,5.127023,5.799553665,23.67648514,18.76227362
149,10.820054,14.42237399,24.05307229,10.38678664
150,8.47753,10.58364848,23.6310804,14.02914606
152,12.011412,12.03904957,22.8464933,11.09227105
154,5.257716,7.999979312,25.09599326,16.45870287
155,12.050806,8.837565911,25.21382609,15.76711172
157,10.386216,11.37013945,24.35179466,14.21574813
158,8.572526,5.36954493,22.93271727,14.44590617
159,10.716915,8.885749302,23.27621815,11.92544219
